daily_screen_time_hours,social_media_hours,sleep_hours,addicted_label
7.57,1.63,6.18,1
11.57,2.61,4.8,1
9.91,1.29,5.66,1
5.97,3.22,7.15,0
6.38,5.66,7.89,1
11.17,4.34,7.5,1
3.39,1.87,5.84,0
7.33,5.14,5.31,1
6.05,1.0,8.58,1
3.99,2.29,4.86,0
6.79,4.6,4.56,1
4.86,2.34,5.67,0
3.73,1.3,6.53,0
7.73,3.64,8.96,0
7.45,0.78,8.44,1
5.12,5.68,7.14,1
8.14,3.26,7.57,1
10.09,1.46,6.38,1
4.5,3.84,8.1,0
7.22,0.6,6.86,0
4.15,4.49,4.86,1
9.18,2.86,7.12,1
9.39,1.02,4.85,1
5.06,4.08,5.29,1
4.81,4.26,7.51,1
6.11,4.29,5.4,1
10.47,3.7,8.23,1
4.13,5.22,8.32,1
5.14,3.27,7.71,0
8.17,1.85,6.08,1
8.91,4.4,8.5,1
9.66,2.26,6.34,1
3.15,4.55,8.53,1
7.64,1.28,8.88,1
8.21,2.07,6.37,1
7.43,0.73,7.51,0
3.1,5.52,6.65,1
9.97,3.27,6.39,1
7.41,2.08,6.34,0
3.68,1.88,7.84,0
9.8,3.35,4.76,1
4.15,2.0,4.72,0
6.47,5.08,7.8,1
7.67,5.66,7.91,1
10.38,4.0,4.97,1
4.97,1.1,5.07,0
3.93,5.82,7.9,1
3.57,1.5,7.82,0
9.39,4.24,6.44,1
3.15,1.67,6.98,0
7.59,2.74,7.49,0
5.18,1.42,8.7,0
10.31,3.3,6.52,1
3.53,1.36,5.94,0
4.88,0.57,5.0,0
6.07,5.34,5.77,1
5.85,2.99,7.74,0
8.89,5.71,5.01,1
7.29,1.87,4.84,0
3.54,2.78,4.54,0
5.33,2.28,5.94,0
9.19,5.2,5.6,1
5.85,5.34,6.89,1
11.96,4.56,6.2,1
11.63,1.88,8.79,1
9.82,4.64,4.93,1
3.81,4.87,7.66,1
9.17,1.88,6.12,1
10.99,5.54,4.73,1
6.88,1.55,4.54,1
6.84,4.86,5.13,1
6.67,3.45,5.45,0
10.66,3.49,7.43,1
6.57,1.84,4.69,0
5.8,0.77,8.49,0
10.68,4.39,5.53,1
9.92,2.87,6.86,1
4.37,5.42,4.97,1
9.73,4.57,6.25,1
4.79,5.06,7.74,1
8.64,3.5,8.43,1
4.38,1.66,5.7,0
6.37,1.43,6.06,0
6.06,5.62,6.75,1
4.54,5.56,5.82,1
3.43,3.73,5.0,0
4.5,5.81,6.65,1
5.15,1.86,6.14,0
5.07,5.78,8.69,1
4.39,4.52,4.59,1
6.7,1.85,6.82,1
6.01,0.65,8.6,1
5.31,3.65,4.82,0
6.21,3.4,8.62,1
8.39,2.73,5.49,1
8.02,3.49,5.45,1
8.23,4.76,6.28,1
6.77,2.09,7.5,1
5.35,4.06,6.69,1
11.61,4.7,5.11,1
10.53,5.34,4.92,1
9.55,1.61,6.58,1
8.43,2.51,6.01,1
9.96,1.88,8.54,1
11.7,2.23,5.47,1
11.58,3.67,6.58,1
10.73,2.92,6.52,1
10.57,3.73,7.91,1
8.62,2.72,7.74,1
3.56,4.87,5.41,1
6.92,3.92,8.65,0
3.33,2.95,7.98,0
4.43,2.76,7.03,0
5.33,3.74,7.2,0
8.68,5.32,8.73,1
10.56,2.27,5.14,1
5.91,4.43,6.64,1
5.64,1.61,8.31,0
8.18,4.39,6.43,1
9.19,1.66,8.59,1
5.81,5.73,5.54,1
6.77,5.04,8.51,1
5.88,4.88,5.33,1
4.39,4.74,6.44,1
9.62,1.48,5.01,1
11.51,3.25,6.98,1
5.02,1.14,8.36,0
3.99,1.16,6.07,0
7.78,5.39,7.98,1
6.57,1.33,4.61,0
7.34,4.69,7.63,1
4.96,5.09,5.7,1
6.81,1.38,7.93,0
9.93,1.87,7.54,1
7.75,1.09,7.27,0
7.98,4.7,7.8,1
3.07,0.58,6.94,0
4.73,2.05,4.65,0
6.07,4.03,8.15,1
6.7,2.78,5.12,1
4.3,1.13,6.06,0
10.41,4.81,7.76,1
5.02,4.48,6.38,1
10.66,5.55,5.78,1
5.62,1.05,6.24,0
7.25,1.31,8.92,0
10.33,5.63,6.95,1
5.81,5.8,7.35,1
3.14,3.87,5.3,0
4.25,2.78,6.62,0
10.52,5.02,8.57,1
9.1,0.65,8.4,1
9.99,4.17,8.28,1
10.44,2.87,6.61,1
7.24,4.05,8.67,1
10.62,1.45,6.96,1
4.28,2.28,5.08,0
7.11,2.49,8.98,0
7.74,2.88,5.35,1
9.82,4.88,7.6,1
3.5,2.61,5.6,0
5.79,0.95,7.4,0
10.09,1.68,8.43,1
9.34,0.86,6.47,1
7.15,3.22,7.54,1
8.13,4.39,8.15,1
9.68,1.48,7.18,1
3.97,5.27,7.04,1
8.68,2.44,5.73,1
9.33,1.21,8.34,1
3.58,4.09,7.91,1
9.12,3.24,8.04,1
8.99,0.55,7.2,1
11.6,2.77,7.18,1
7.27,4.87,6.57,1
8.91,1.85,5.19,1
7.79,4.5,5.94,1
9.2,4.09,6.24,1
8.48,4.01,7.52,1
9.28,1.91,7.12,1
3.55,2.67,5.03,0
7.16,4.58,7.42,1
9.89,5.41,7.78,1
7.34,3.96,5.93,0
5.68,3.76,4.9,0
4.65,5.02,5.07,1
8.15,3.09,4.79,1
3.75,1.24,5.7,0
6.92,5.93,5.2,1
10.83,5.44,5.18,1
11.55,3.49,4.97,1
6.69,4.15,6.36,1
11.31,1.18,7.58,1
10.37,5.68,6.02,1
11.01,5.03,8.85,1
11.59,2.57,5.83,1
5.49,3.66,6.66,0
8.55,0.91,5.81,1
4.04,2.09,5.64,0
5.43,5.72,8.87,1
3.84,4.63,6.25,1
9.73,4.26,6.13,1
3.58,2.89,6.03,0
3.71,1.72,6.16,0
7.43,5.29,5.07,1
5.88,2.43,5.95,0
11.33,2.1,8.41,1
5.13,2.55,6.16,0
4.67,4.37,6.86,1
11.86,3.06,7.15,1
3.25,3.25,8.15,0
6.99,1.27,8.53,0
9.21,1.31,5.21,1
6.83,1.17,7.13,0
7.14,0.69,4.53,1
6.05,3.95,8.42,1
10.67,2.75,8.01,1
7.35,5.69,7.06,1
5.0,1.07,6.42,0
8.03,4.26,6.41,1
6.55,2.35,6.64,1
10.3,2.25,8.5,1
9.2,4.92,6.76,1
6.08,3.27,7.33,0
6.33,4.84,5.86,1
3.77,3.99,4.9,0
3.37,5.06,8.77,1
11.34,2.61,5.59,1
4.9,1.7,5.24,0
9.57,1.8,5.84,1
9.04,0.69,6.11,1
10.58,1.07,4.99,1
10.42,5.74,6.29,1
5.65,3.82,6.14,0
6.95,1.11,4.99,0
11.35,4.85,6.7,1
8.87,0.99,8.7,1
11.07,2.33,4.97,1
9.56,2.53,7.08,1
7.37,2.86,6.96,0
10.35,4.19,5.77,1
9.24,1.55,6.09,1
7.8,5.66,4.83,1
6.05,2.52,4.78,1
3.65,2.65,7.49,0
7.23,2.98,5.06,0
9.86,3.46,7.89,1
6.75,2.41,8.4,1
8.84,5.44,5.34,1
8.37,2.38,7.0,1
3.95,2.72,5.62,0
3.99,2.02,7.04,0
3.19,2.58,8.31,0
11.22,4.09,8.78,1
11.94,1.31,7.39,1
5.6,0.93,8.51,0
8.78,1.51,6.38,1
11.37,4.2,6.49,1
8.21,1.57,5.2,1
7.34,3.98,6.72,0
7.16,3.43,5.19,0
3.33,2.13,6.98,0
7.55,2.71,6.55,1
6.6,5.93,8.29,1
5.2,3.21,6.75,0
3.85,5.33,8.96,1
9.06,3.69,4.88,1
3.06,5.65,8.87,1
10.54,1.75,4.74,1
4.09,4.87,7.82,1
8.38,4.4,8.16,1
6.28,2.53,6.13,0
7.31,1.04,6.41,1
5.59,4.15,4.88,1
4.47,5.92,8.61,1
10.76,1.04,8.81,1
9.32,3.25,8.85,1
11.06,5.37,8.65,1
7.88,3.12,4.53,1
3.94,4.08,5.07,1
11.44,5.81,8.8,1
10.03,4.48,6.99,1
5.73,4.13,5.05,1
11.19,3.4,4.78,1
6.6,1.73,8.14,0
6.52,1.31,6.41,1
3.09,0.69,4.97,0
8.77,4.59,7.91,1
8.19,4.26,4.74,1
8.71,5.82,8.27,1
9.83,3.13,7.97,1
11.85,4.87,8.6,1
9.64,2.47,8.05,1
7.02,1.34,8.76,0
3.81,2.4,7.74,0
7.59,3.43,6.27,0
8.42,5.33,5.22,1
3.02,4.3,6.05,1
4.71,4.85,5.35,1
9.09,2.2,5.33,1
7.1,3.9,4.73,0
10.77,3.66,7.58,1
7.4,3.03,6.84,0
3.77,2.26,4.83,0
11.51,4.22,8.88,1
10.4,1.19,4.65,1
4.86,5.07,8.93,1
4.12,5.72,7.83,1
6.35,3.94,6.95,0
11.86,2.91,5.05,1
5.76,2.51,6.7,0
7.67,5.2,4.96,1
3.52,5.62,6.71,1
3.63,2.54,8.48,0
6.74,5.4,7.64,1
11.99,5.94,5.49,1
5.07,3.21,7.98,0
10.3,3.69,5.79,1
10.45,2.97,6.44,1
10.51,3.67,8.51,1
11.16,4.61,6.97,1
3.89,3.82,6.36,0
10.02,5.03,5.33,1
6.78,4.89,5.28,1
5.02,1.92,4.65,0
10.59,4.81,5.89,1
5.64,2.77,6.58,0
6.66,2.05,5.14,1
11.7,3.42,7.82,1
9.13,2.55,7.05,1
9.98,1.91,6.66,1
9.22,5.41,5.61,1
3.9,3.3,7.17,0
3.76,4.15,7.98,1
9.91,5.63,8.02,1
3.18,0.53,8.33,0
8.04,5.14,7.4,1
11.33,2.99,8.35,1
10.62,3.64,6.56,1
11.05,1.4,7.1,1
10.14,2.81,5.03,1
8.95,5.21,6.67,1
11.72,5.98,6.12,1
6.33,5.96,8.58,1
4.89,5.05,4.51,1
4.44,5.61,7.68,1
8.23,2.0,8.47,1
10.0,2.89,5.28,1
11.64,3.82,6.1,1
3.96,5.97,5.0,1
6.1,1.05,7.26,0
9.03,0.62,8.32,1
10.48,2.88,8.01,1
11.17,3.87,7.08,1
4.4,3.04,6.46,0
8.07,5.48,7.21,1
10.44,3.57,8.46,1
9.48,1.83,5.96,1
9.15,0.94,4.84,1
6.99,3.83,7.35,1
9.86,3.18,8.46,1
6.98,3.29,6.92,1
8.37,5.26,5.32,1
3.45,0.6,8.53,0
7.11,5.94,6.88,1
8.24,2.54,4.64,1
10.31,3.12,7.72,1
11.56,4.91,8.75,1
3.75,5.37,8.75,1
3.14,0.5,6.01,0
10.7,5.87,7.75,1
6.05,0.96,4.82,0
6.66,4.79,5.73,1
5.31,3.26,5.93,0
9.81,2.63,7.62,1
4.43,4.77,7.03,1
9.04,5.25,7.0,1
9.61,1.0,7.86,1
7.77,0.83,5.98,0
5.27,3.9,5.14,0
7.01,2.6,4.55,1
4.39,5.63,6.6,1
5.9,0.66,7.6,0
7.98,1.48,6.55,0
7.39,4.28,8.22,1
4.0,1.37,7.3,0
4.54,4.74,5.7,1
6.08,2.73,6.37,0
10.41,0.71,7.42,1
11.11,5.6,7.3,1
4.37,3.65,6.94,0
7.62,1.53,5.17,1
3.17,2.92,5.42,0
11.84,4.02,5.82,1
6.88,1.74,7.72,0
8.09,5.17,8.09,1
10.39,0.82,7.45,1
11.98,0.52,8.65,1
7.34,5.47,5.77,1
4.47,2.23,5.13,0
4.41,3.07,6.8,0
10.9,3.99,7.87,1
11.8,4.54,7.11,1
10.06,2.6,5.69,1
9.07,1.48,8.9,1
10.46,5.16,8.3,1
8.21,5.28,6.42,1
7.97,1.15,5.94,1
8.21,5.33,7.53,1
9.22,3.39,7.06,1
3.05,4.78,8.63,1
6.5,4.56,6.78,1
4.74,0.82,8.82,0
4.53,3.05,6.13,0
7.75,5.92,4.81,1
10.68,3.27,8.58,1
9.05,2.58,6.96,1
11.94,2.94,4.78,1
11.87,3.53,8.75,1
11.26,3.02,4.77,1
9.73,2.78,7.23,1
9.52,0.55,5.28,1
9.61,5.31,8.97,1
4.8,0.93,5.04,0
11.69,1.89,8.89,1
4.21,3.4,6.48,0
5.65,5.84,7.64,1
4.35,2.34,5.29,0
7.25,1.99,5.91,1
8.01,4.19,7.27,1
8.82,1.89,5.34,1
7.48,4.03,5.4,1
5.09,2.51,7.78,0
3.68,3.83,4.88,0
11.48,5.65,6.64,1
10.24,0.52,7.71,1
4.42,2.76,8.55,0
10.32,1.01,7.38,1
11.95,5.49,7.09,1
5.56,5.39,4.87,1
7.84,3.24,7.02,1
9.06,5.35,6.88,1
3.18,4.12,7.21,1
8.34,2.2,8.77,1
4.17,4.0,8.61,0
6.69,3.95,4.6,0
4.49,3.63,5.09,0
5.56,3.76,6.61,0
11.03,2.43,7.97,1
7.63,0.61,8.73,0
7.86,4.81,7.29,1
3.66,1.05,7.37,0
8.25,4.72,6.69,1
11.39,2.62,5.31,1
8.46,0.79,6.81,1
4.47,5.84,6.46,1
3.97,4.23,8.92,1
9.68,0.6,4.97,1
11.62,2.49,8.83,1
10.36,2.31,8.24,1
10.22,4.91,6.88,1
4.09,1.19,7.43,0
10.51,2.61,7.0,1
9.97,1.48,6.64,1
7.43,5.23,7.21,1
10.28,4.9,7.47,1
9.02,3.54,8.69,1
8.99,2.78,4.76,1
10.11,5.66,6.54,1
6.73,5.73,6.31,1
5.11,5.97,5.33,1
10.6,5.15,7.86,1
9.88,2.36,4.59,1
4.06,4.37,8.27,1
5.9,4.77,7.18,1
4.0,5.27,4.73,1
5.98,0.82,8.28,0
6.71,0.68,4.72,0
4.97,3.32,5.9,0
6.13,2.72,7.59,0
8.13,2.92,8.16,1
9.54,0.98,7.94,1
5.78,3.85,8.16,0
9.03,1.42,4.98,1
6.28,3.32,8.13,1
5.53,1.94,6.96,0
8.08,1.01,4.83,1
10.6,2.84,8.22,1
10.84,2.64,7.58,1
11.72,2.38,6.99,1
9.31,1.47,4.76,1
8.31,3.85,5.9,1
8.31,5.14,5.32,1
5.09,1.94,5.15,0
10.65,1.41,7.46,1
3.82,3.37,7.42,0
8.6,4.7,8.89,1
7.17,5.43,8.91,1
8.12,4.89,6.45,1
3.11,4.4,5.97,1
10.72,3.48,7.81,1
10.89,1.36,8.78,1
4.2,4.22,8.72,1
6.33,5.18,4.61,1
9.81,5.18,6.4,1
10.76,4.3,5.33,1
11.86,5.28,6.54,1
5.99,1.37,8.73,0
9.09,4.9,7.8,1
8.13,4.89,6.03,1
3.64,1.3,6.2,0
6.79,1.55,6.0,1
3.66,1.68,7.27,0
3.83,5.43,7.85,1
5.58,4.8,6.7,1
4.91,3.57,4.83,0
11.03,4.34,6.61,1
4.09,4.68,8.32,1
4.44,2.63,6.24,0
7.75,2.96,7.66,0
8.5,1.42,5.68,1
10.99,1.07,8.7,1
6.57,4.0,4.58,0
3.04,5.26,6.24,1
4.41,3.98,7.71,0
6.26,1.12,5.09,1
5.2,5.33,7.78,1
6.99,0.8,8.72,1
6.04,3.97,5.56,1
4.99,1.06,7.66,0
3.39,4.42,5.05,1
10.81,2.48,8.78,1
4.26,1.43,4.97,0
10.66,4.71,5.04,1
10.22,2.04,5.22,1
6.11,3.46,8.24,0
10.61,5.7,4.63,1
9.77,0.99,8.84,1
3.58,2.13,8.81,0
5.75,1.58,5.64,0
3.34,4.81,5.22,1
6.98,1.33,5.83,0
6.02,5.49,5.35,1
5.69,0.88,4.93,0
7.01,3.87,7.84,1
6.91,1.1,8.74,1
8.0,2.46,7.0,0
6.21,5.36,5.27,1
5.15,4.22,5.13,1
7.83,5.8,8.34,1
11.74,3.19,6.94,1
8.74,3.05,7.6,1
10.93,3.68,6.68,1
11.01,1.86,5.43,1
6.82,2.23,7.03,0
11.53,3.19,7.36,1
9.15,5.87,7.58,1
7.0,4.96,7.87,1
4.44,1.97,5.58,0
7.73,1.95,8.37,1
3.98,5.99,5.27,1
5.81,2.04,8.07,0
7.8,3.76,7.37,0
3.41,2.14,7.81,0
11.07,3.3,7.52,1
7.21,1.94,8.15,0
9.21,3.34,7.93,1
3.03,5.44,5.75,1
9.53,1.59,8.14,1
10.29,4.8,6.05,1
4.8,3.18,5.6,0
7.6,2.2,6.36,1
5.23,0.98,6.89,0
11.48,5.98,8.84,1
5.25,2.24,6.82,0
10.33,2.78,6.44,1
3.58,3.67,4.88,0
3.95,5.91,7.03,1
6.62,1.68,7.0,1
3.23,2.79,7.43,0
9.95,2.1,5.63,1
6.75,0.97,5.5,0
11.68,3.28,7.57,1
10.89,5.47,8.95,1
10.49,2.64,8.94,1
11.66,2.91,7.15,1
5.3,3.94,6.97,0
6.72,5.19,8.63,1
5.11,3.92,8.07,0
6.28,2.26,7.36,0
3.53,5.39,6.86,1
11.35,5.05,7.53,1
10.24,1.4,7.2,1
10.8,5.86,8.06,1
3.19,1.57,8.16,0
7.92,4.8,5.02,1
4.74,5.9,5.67,1
10.79,1.37,8.46,1
3.76,1.59,5.99,0
6.61,4.8,5.09,1
11.78,2.93,4.99,1
11.59,5.98,7.45,1
7.31,3.07,5.98,1
9.03,5.57,7.59,1
6.63,2.03,6.24,0
7.66,1.78,5.84,0
10.11,1.93,6.54,1
3.57,3.81,5.23,0
8.5,5.62,6.52,1
11.55,3.85,7.02,1
6.22,1.08,5.47,1
9.22,2.17,5.6,1
9.58,4.54,6.32,1
11.45,1.28,7.58,1
10.28,2.02,5.91,1
4.19,4.09,6.93,1
7.79,5.54,8.2,1
6.59,2.84,8.67,1
3.13,2.0,7.37,0
6.76,5.15,6.52,1
6.92,5.13,4.92,1
10.82,4.45,8.29,1
3.7,2.19,8.96,0
5.3,6.0,6.13,1
9.64,2.76,5.86,1
10.45,5.9,5.68,1
7.47,5.94,8.02,1
9.97,3.05,8.41,1
9.04,2.23,4.85,1
9.94,3.0,5.57,1
11.69,3.78,7.91,1
10.02,4.52,8.7,1
8.24,5.17,7.79,1
11.04,4.25,6.06,1
10.17,4.53,8.25,1
8.21,2.43,6.09,1
9.53,5.07,5.39,1
5.63,4.66,8.25,1
8.76,0.52,4.95,1
10.84,4.15,8.92,1
8.23,3.98,5.63,1
10.42,4.78,7.36,1
3.52,1.58,7.25,0
11.81,4.77,5.74,1
6.07,2.52,6.95,1
4.99,1.0,4.71,0
4.9,0.71,5.17,0
6.44,4.57,4.67,1
7.78,3.9,5.03,1
9.48,4.5,7.81,1
7.09,2.51,8.13,1
10.5,0.61,7.28,1
4.95,0.74,5.46,0
3.02,1.35,6.02,0
11.54,1.66,6.62,1
7.56,0.99,6.25,1
7.82,4.3,4.86,1
11.83,4.25,5.07,1
11.1,5.81,9.0,1
11.39,3.16,4.83,1
11.93,5.07,5.56,1
5.63,1.52,8.66,0
3.8,3.95,5.22,0
10.94,2.44,6.48,1
3.52,2.19,7.73,0
9.96,1.0,7.58,1
6.58,4.14,8.87,1
10.34,1.63,4.78,1
5.65,4.36,6.24,1
5.57,2.16,6.26,0
9.05,3.58,6.07,1
10.75,1.53,7.96,1
5.3,1.07,5.64,0
7.64,2.32,5.3,1
8.66,2.13,7.7,1
9.38,5.75,6.91,1
6.92,3.22,7.23,1
10.43,4.92,8.43,1
9.3,2.44,4.94,1
10.78,3.62,7.33,1
5.54,5.91,5.11,1
8.82,5.98,4.52,1
3.13,3.39,8.11,0
10.45,3.83,7.87,1
4.14,2.79,5.08,0
3.39,0.57,4.62,0
3.0,2.33,6.96,0
3.09,0.89,8.55,0
4.51,2.51,7.64,0
8.58,1.42,8.32,1
9.33,2.65,7.37,1
3.48,1.27,5.58,0
8.89,4.06,6.46,1
9.28,1.32,7.13,1
8.1,3.95,6.59,1
11.3,0.94,8.81,1
5.43,1.92,5.28,0
10.56,5.89,4.6,1
8.13,3.24,7.46,1
10.86,2.82,5.71,1
4.0,4.79,7.67,1
3.04,5.85,4.68,1
10.28,3.1,5.79,1
4.91,2.92,8.75,0
5.77,4.74,5.69,1
10.03,3.6,5.47,1
11.62,2.48,6.79,1
9.86,1.97,5.26,1
3.46,1.47,5.69,0
8.72,5.87,5.79,1
3.36,3.82,4.8,0
5.93,2.04,4.96,0
10.62,5.4,4.53,1
10.47,3.5,6.84,1
7.23,5.99,7.99,1
9.31,3.4,5.88,1
8.71,1.39,8.27,1
4.21,2.81,6.71,0
7.84,5.83,6.18,1
7.67,2.98,7.63,0
9.88,5.94,5.41,1
10.53,0.93,5.31,1
7.63,2.76,5.19,0
3.03,3.97,5.84,0
11.73,1.64,4.83,1
4.36,2.48,7.55,0
9.02,5.58,7.85,1
10.4,5.95,5.19,1
11.05,5.79,4.52,1
4.77,0.78,6.38,0
6.34,3.55,5.67,1
3.38,5.31,8.82,1
3.01,4.21,8.48,1
6.12,2.28,8.85,1
4.47,1.43,4.58,0
10.54,1.05,5.59,1
7.93,1.1,6.99,1
4.23,1.94,5.58,0
4.72,2.96,7.47,0
9.43,1.78,5.95,1
11.05,4.33,8.1,1
4.94,0.88,4.5,0
4.16,5.72,6.0,1
5.62,4.96,7.68,1
4.41,2.04,5.34,0
4.59,1.4,6.23,0
11.99,2.15,5.22,1
7.7,5.03,5.52,1
4.77,5.75,5.39,1
7.02,4.04,4.86,1
7.34,3.64,5.33,0
3.04,2.82,7.21,0
4.51,3.91,6.15,0
7.12,5.66,5.28,1
11.03,5.31,7.44,1
3.24,4.06,4.72,1
10.39,1.44,7.92,1
8.71,2.12,7.63,1
3.39,0.86,6.9,0
9.73,1.52,8.37,1
6.94,3.94,6.78,1
9.61,4.52,5.82,1
11.48,1.08,7.72,1
6.95,4.34,8.13,1
5.6,5.38,6.56,1
10.07,1.69,6.55,1
5.41,1.96,5.99,0
9.17,0.86,5.02,1
10.61,1.91,5.68,1
11.58,5.3,5.47,1
6.95,2.27,5.88,0
9.07,1.21,5.56,1
11.5,4.38,8.15,1
8.96,5.15,6.51,1
8.72,2.14,6.32,1
7.94,5.33,7.95,1
3.17,2.84,5.55,0
9.22,1.24,8.07,1
11.94,3.0,7.52,1
7.02,5.86,5.96,1
9.98,5.88,5.72,1
4.95,2.77,8.5,0
9.32,4.04,7.72,1
7.94,0.74,4.72,1
5.8,0.93,4.8,0
9.29,3.78,8.86,1
4.89,3.21,5.1,0
6.95,2.54,8.06,0
6.19,5.67,7.29,1
4.92,3.23,6.12,0
5.33,4.34,7.19,1
3.4,5.05,4.9,1
10.62,1.91,4.54,1
7.81,4.88,4.88,1
5.53,4.81,8.51,1
11.87,4.29,4.97,1
7.71,2.16,5.99,1
10.27,5.47,8.54,1
7.79,1.47,6.35,0
11.14,2.58,8.86,1
6.99,4.65,7.44,1
7.83,4.88,6.3,1
9.62,5.01,4.9,1
4.16,2.53,7.9,0
8.63,0.6,6.3,1
11.99,2.12,5.12,1
8.97,1.61,7.2,1
6.23,3.34,8.6,0
6.12,4.64,6.73,1
7.12,5.53,4.71,1
6.85,2.96,8.0,0
6.53,2.99,5.71,1
4.35,2.24,5.74,0
6.08,2.94,6.13,1
3.72,4.18,5.88,1
10.11,5.48,7.45,1
5.96,0.5,6.62,0
10.02,3.42,6.1,1
7.31,2.64,6.03,1
5.96,2.7,5.32,0
10.79,2.47,7.25,1
10.51,0.84,5.99,1
5.1,4.08,4.61,1
5.8,5.3,5.2,1
7.64,2.62,7.7,1
11.44,1.46,6.59,1
6.07,2.74,4.79,0
9.5,1.59,8.92,1
6.82,2.21,7.76,1
7.52,1.49,7.33,1
3.92,5.13,7.5,1
4.73,2.23,8.91,0
6.07,1.21,8.18,0
4.02,3.61,7.22,0
11.78,3.83,4.94,1
4.74,5.39,4.54,1
4.44,5.71,7.96,1
5.09,4.37,6.9,1
10.21,1.69,8.61,1
5.12,3.98,5.9,0
10.06,5.23,7.35,1
9.81,0.99,5.68,1
7.87,1.43,6.76,0
4.73,4.66,8.63,1
11.86,0.93,7.75,1
3.06,5.85,8.42,1
11.26,2.79,5.38,1
8.2,4.67,4.98,1
3.59,4.04,5.08,1
11.01,5.93,4.98,1
5.63,3.85,5.38,0
3.3,1.14,7.34,0
11.34,4.22,8.36,1
5.49,5.36,8.96,1
11.03,4.01,8.79,1
8.64,1.79,7.62,1
11.84,5.53,8.89,1
3.29,4.86,8.94,1
3.41,3.13,7.88,0
4.85,0.84,6.98,0
5.87,4.59,8.3,1
10.38,2.17,7.97,1
9.11,1.41,7.07,1
11.43,4.15,7.8,1
4.09,1.3,6.44,0
8.39,4.62,7.55,1
11.25,5.15,5.24,1
6.04,2.53,8.58,1
3.89,1.82,5.29,0
9.07,5.23,6.04,1
6.92,1.77,6.71,1
11.58,5.08,8.81,1
3.82,2.22,6.16,0
7.36,1.21,6.86,0
8.79,3.02,4.98,1
10.57,3.34,4.98,1
10.95,2.04,5.02,1
5.24,4.03,4.63,1
3.21,4.13,7.04,1
9.05,2.9,5.45,1
9.36,1.55,8.76,1
8.92,4.8,4.93,1
11.39,4.49,5.12,1
11.05,5.72,8.38,1
4.03,3.82,5.99,0
11.22,3.22,8.65,1
9.52,2.16,8.91,1
8.82,3.23,4.6,1
5.51,0.83,7.98,0
6.65,2.85,7.9,1
4.52,3.19,8.21,0
7.17,1.79,7.38,1
5.94,2.07,5.75,0
9.51,3.81,6.49,1
3.64,1.58,5.18,0
9.22,1.92,7.41,1
6.2,2.26,8.61,0
4.66,0.78,8.57,0
11.59,5.32,6.58,1
3.49,1.81,7.08,0
6.8,2.41,8.6,1
4.14,2.68,4.97,0
7.43,4.61,6.35,1
8.42,3.1,6.33,1
5.43,1.48,8.56,0
4.29,3.07,8.42,0
9.55,0.68,8.49,1
3.52,1.07,6.08,0
4.89,3.22,6.86,0
9.13,2.7,8.3,1
4.17,3.72,6.61,0
8.51,4.59,6.21,1
8.28,0.74,6.59,1
4.85,2.77,8.77,0
3.09,3.46,4.89,0
4.58,1.52,7.92,0
9.13,1.48,7.19,1
5.32,3.54,8.85,0
10.77,5.61,6.84,1
3.43,1.61,6.8,0
6.65,4.04,6.67,1
7.36,2.51,7.47,0
7.07,0.98,8.12,0
9.17,5.94,8.43,1
11.46,4.52,5.14,1
3.94,5.5,6.76,1
5.08,4.48,8.0,1
5.09,1.24,5.31,0
3.45,1.03,8.0,0
9.34,2.67,8.02,1
4.79,2.84,7.81,0
11.16,3.13,4.89,1
8.25,0.98,8.67,1
7.12,4.56,6.1,1
6.65,4.57,8.93,1
9.0,4.56,8.88,1
7.48,3.08,5.17,0
10.29,4.87,6.81,1
7.08,1.06,6.14,0
3.91,2.14,4.89,0
9.27,5.8,8.85,1
9.31,5.29,8.72,1
10.21,3.49,5.16,1
4.56,3.32,7.53,0
6.32,2.11,5.86,1
6.73,4.31,4.95,1
7.36,4.18,6.61,1
11.67,4.93,6.88,1
7.02,1.27,6.44,1
5.82,4.29,6.71,1
10.89,2.99,5.67,1
8.43,3.06,5.77,1
4.17,5.64,6.27,1
4.67,1.14,8.96,0
8.56,1.09,6.6,1
5.04,4.31,6.76,1
8.37,2.33,8.66,1
7.84,1.8,7.79,0
9.31,4.73,5.91,1
8.22,3.04,5.14,1
8.73,3.06,6.16,1
8.13,3.84,4.5,1
4.53,4.9,6.34,1
4.38,1.33,5.93,0
10.05,1.02,8.23,1
5.17,3.27,7.26,0
5.55,5.04,8.75,1
4.86,2.1,5.12,0
8.95,4.57,6.15,1
9.65,3.94,7.59,1
10.49,1.05,8.1,1
7.75,2.57,5.01,0
5.17,2.7,4.53,0
5.16,2.47,8.57,0
4.46,4.94,7.66,1
5.35,0.56,7.45,0
5.12,5.73,4.9,1
10.38,5.71,8.37,1
7.93,4.49,4.51,1
7.96,2.21,5.72,0
4.53,4.47,7.26,1
4.58,4.3,7.38,1
10.36,2.96,5.01,1
9.93,5.63,4.6,1
8.61,1.46,6.38,1
11.66,5.65,8.79,1
7.49,5.55,5.38,1
6.19,2.86,6.38,1
6.66,2.51,7.2,0
8.27,0.53,8.29,1
11.62,3.25,6.95,1
9.34,5.0,7.72,1
3.25,3.88,5.33,0
11.81,5.33,5.6,1
8.67,2.23,8.77,1
5.98,5.25,8.26,1
11.3,4.05,5.1,1
